customer_id,hometown,gender,date,vacation_package_type,package_options,tickets_sold
486,Woshui,Female,5/13/2022,beach,3300k,99
487,Jianlong,Female,2/27/2022,beach,5500k,980
488,Łętownia,Male,9/18/2022,beach,1800k,672
489,Asempapak,Female,8/29/2022,luxury,3300k,156
490,Fort-de-France,Male,9/3/2022,beach,5500k,388
491,Vuhlehirs’k,Male,11/13/2022,beach,5500k,757
492,West Jerusalem,Agender,6/13/2022,luxury,3300k,478
493,Sandnes,Male,10/15/2022,luxury,3300k,133
494,Mmathubudukwane,Male,9/2/2022,beach,3300k,927
495,Cúcuta,Polygender,6/20/2022,adventure,5500k,927
496,San Francisco,Female,1/12/2022,luxury,1800k,16
497,Greensboro,Male,10/26/2022,adventure,1800k,793
498,Ush-Tyube,Genderqueer,5/4/2022,beach,3300k,798
499,São Pedro Gafanhoeira,Male,4/20/2022,beach,3300k,829
500,Kajisara,Male,5/26/2022,adventure,5500k,115
