InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,date,Total,recency,Frequency,Monetary,r_quantile,f_quantile,m_quantile,rfm_quantile,Segmentation,target
539324,21640,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,3,12/16/2010 19:51,0.85,14985,United Kingdom,16/12/2010 19:51,2.55,197,2,296.75,1,2,1,121,Lost Customer,Churn
539324,21210,SET OF 72 RETROSPOT PAPER  DOILIES,2,12/16/2010 19:51,1.45,14985,United Kingdom,16/12/2010 19:51,2.9,197,2,296.75,1,2,1,121,Lost Customer,Churn
539324,21041,RED RETROSPOT OVEN GLOVE DOUBLE,1,12/16/2010 19:51,2.95,14985,United Kingdom,16/12/2010 19:51,2.95,197,2,296.75,1,2,1,121,Lost Customer,Churn
539324,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,1,12/16/2010 19:51,1.25,14985,United Kingdom,16/12/2010 19:51,1.25,197,2,296.75,1,2,1,121,Lost Customer,Churn
539324,22396,MAGNETS PACK OF 4 RETRO PHOTO,1,12/16/2010 19:51,1.25,14985,United Kingdom,16/12/2010 19:51,1.25,197,2,296.75,1,2,1,121,Lost Customer,Churn
539324,84991,60 TEATIME FAIRY CAKE CASES,1,12/16/2010 19:51,0.55,14985,United Kingdom,16/12/2010 19:51,0.55,197,2,296.75,1,2,1,121,Lost Customer,Churn
539324,21284,RETROSPOT CANDLE  SMALL,1,12/16/2010 19:51,1.69,14985,United Kingdom,16/12/2010 19:51,1.69,197,2,296.75,1,2,1,121,Lost Customer,Churn
539324,22400,MAGNETS PACK OF 4 HOME SWEET HOME,1,12/16/2010 19:51,1.25,14985,United Kingdom,16/12/2010 19:51,1.25,197,2,296.75,1,2,1,121,Lost Customer,Churn
539324,20658,RED RETROSPOT LUGGAGE TAG,1,12/16/2010 19:51,1.25,14985,United Kingdom,16/12/2010 19:51,1.25,197,2,296.75,1,2,1,121,Lost Customer,Churn
539324,22530,MAGIC DRAWING SLATE DOLLY GIRL ,1,12/16/2010 19:51,0.42,14985,United Kingdom,16/12/2010 19:51,0.42,197,2,296.75,1,2,1,121,Lost Customer,Churn
539324,84991,60 TEATIME FAIRY CAKE CASES,1,12/16/2010 19:51,0.55,14985,United Kingdom,16/12/2010 19:51,0.55,197,2,296.75,1,2,1,121,Lost Customer,Churn
539324,22557,PLASTERS IN TIN VINTAGE PAISLEY ,1,12/16/2010 19:51,1.65,14985,United Kingdom,16/12/2010 19:51,1.65,197,2,296.75,1,2,1,121,Lost Customer,Churn
539324,21584,RETROSPOT SMALL TUBE MATCHES,1,12/16/2010 19:51,1.65,14985,United Kingdom,16/12/2010 19:51,1.65,197,2,296.75,1,2,1,121,Lost Customer,Churn
539324,22809,SET OF 6 T-LIGHTS SANTA,1,12/16/2010 19:51,2.95,14985,United Kingdom,16/12/2010 19:51,2.95,197,2,296.75,1,2,1,121,Lost Customer,Churn
539324,22396,MAGNETS PACK OF 4 RETRO PHOTO,1,12/16/2010 19:51,1.25,14985,United Kingdom,16/12/2010 19:51,1.25,197,2,296.75,1,2,1,121,Lost Customer,Churn
539324,22076,6 RIBBONS EMPIRE  ,1,12/16/2010 19:51,1.65,14985,United Kingdom,16/12/2010 19:51,1.65,197,2,296.75,1,2,1,121,Lost Customer,Churn
539324,22075,6 RIBBONS ELEGANT CHRISTMAS ,2,12/16/2010 19:51,1.65,14985,United Kingdom,16/12/2010 19:51,3.3,197,2,296.75,1,2,1,121,Lost Customer,Churn
539324,22473,TV DINNER TRAY VINTAGE PAISLEY,1,12/16/2010 19:51,4.95,14985,United Kingdom,16/12/2010 19:51,4.95,197,2,296.75,1,2,1,121,Lost Customer,Churn
539324,22667,RECIPE BOX RETROSPOT ,1,12/16/2010 19:51,2.95,14985,United Kingdom,16/12/2010 19:51,2.95,197,2,296.75,1,2,1,121,Lost Customer,Churn
539324,22398,MAGNETS PACK OF 4 SWALLOWS,1,12/16/2010 19:51,1.25,14985,United Kingdom,16/12/2010 19:51,1.25,197,2,296.75,1,2,1,121,Lost Customer,Churn
554663,22456,NATURAL SLATE CHALKBOARD LARGE ,1,5/25/2011 14:29,4.95,14985,United Kingdom,25/05/2011 14:29,4.95,197,2,296.75,1,2,1,121,Lost Customer,Churn
554663,20679,EDWARDIAN PARASOL RED,1,5/25/2011 14:29,5.95,14985,United Kingdom,25/05/2011 14:29,5.95,197,2,296.75,1,2,1,121,Lost Customer,Churn
554663,22837,HOT WATER BOTTLE BABUSHKA ,1,5/25/2011 14:29,4.65,14985,United Kingdom,25/05/2011 14:29,4.65,197,2,296.75,1,2,1,121,Lost Customer,Churn
554663,15039,SANDALWOOD FAN,4,5/25/2011 14:29,0.85,14985,United Kingdom,25/05/2011 14:29,3.4,197,2,296.75,1,2,1,121,Lost Customer,Churn
554663,21931,JUMBO STORAGE BAG SUKI,3,5/25/2011 14:29,2.08,14985,United Kingdom,25/05/2011 14:29,6.24,197,2,296.75,1,2,1,121,Lost Customer,Churn
554663,20719,WOODLAND CHARLOTTE BAG,2,5/25/2011 14:29,0.85,14985,United Kingdom,25/05/2011 14:29,1.7,197,2,296.75,1,2,1,121,Lost Customer,Churn
554663,20724,RED RETROSPOT CHARLOTTE BAG,5,5/25/2011 14:29,0.85,14985,United Kingdom,25/05/2011 14:29,4.25,197,2,296.75,1,2,1,121,Lost Customer,Churn
554663,22377,BOTTLE BAG RETROSPOT ,2,5/25/2011 14:29,2.1,14985,United Kingdom,25/05/2011 14:29,4.2,197,2,296.75,1,2,1,121,Lost Customer,Churn
554663,85099C,JUMBO  BAG BAROQUE BLACK WHITE,4,5/25/2011 14:29,2.08,14985,United Kingdom,25/05/2011 14:29,8.32,197,2,296.75,1,2,1,121,Lost Customer,Churn
554663,21746,SMALL RED RETROSPOT WINDMILL,8,5/25/2011 14:29,1.25,14985,United Kingdom,25/05/2011 14:29,10,197,2,296.75,1,2,1,121,Lost Customer,Churn
554663,21034,REX CASH+CARRY JUMBO SHOPPER,20,5/25/2011 14:29,0.95,14985,United Kingdom,25/05/2011 14:29,19,197,2,296.75,1,2,1,121,Lost Customer,Churn
554663,15034,PAPER POCKET TRAVELING FAN ,12,5/25/2011 14:29,0.14,14985,United Kingdom,25/05/2011 14:29,1.68,197,2,296.75,1,2,1,121,Lost Customer,Churn
554663,47594A,CAROUSEL DESIGN WASHBAG,1,5/25/2011 14:29,1.95,14985,United Kingdom,25/05/2011 14:29,1.95,197,2,296.75,1,2,1,121,Lost Customer,Churn
554663,22713,CARD I LOVE LONDON ,24,5/25/2011 14:29,0.42,14985,United Kingdom,25/05/2011 14:29,10.08,197,2,296.75,1,2,1,121,Lost Customer,Churn
554663,22632,HAND WARMER RED RETROSPOT,1,5/25/2011 14:29,2.1,14985,United Kingdom,25/05/2011 14:29,2.1,197,2,296.75,1,2,1,121,Lost Customer,Churn
554663,22865,HAND WARMER OWL DESIGN,1,5/25/2011 14:29,2.1,14985,United Kingdom,25/05/2011 14:29,2.1,197,2,296.75,1,2,1,121,Lost Customer,Churn
554663,79191C,RETRO PLASTIC ELEPHANT TRAY,1,5/25/2011 14:29,0.85,14985,United Kingdom,25/05/2011 14:29,0.85,197,2,296.75,1,2,1,121,Lost Customer,Churn
554663,20658,RED RETROSPOT LUGGAGE TAG,3,5/25/2011 14:29,1.25,14985,United Kingdom,25/05/2011 14:29,3.75,197,2,296.75,1,2,1,121,Lost Customer,Churn
554663,20829,GLITTER HANGING BUTTERFLY STRING,1,5/25/2011 14:29,2.1,14985,United Kingdom,25/05/2011 14:29,2.1,197,2,296.75,1,2,1,121,Lost Customer,Churn
554663,22633,HAND WARMER UNION JACK,1,5/25/2011 14:29,2.1,14985,United Kingdom,25/05/2011 14:29,2.1,197,2,296.75,1,2,1,121,Lost Customer,Churn
554663,20622,VIPPASSPORT COVER ,1,5/25/2011 14:29,2.1,14985,United Kingdom,25/05/2011 14:29,2.1,197,2,296.75,1,2,1,121,Lost Customer,Churn
554663,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,1,5/25/2011 14:29,0.85,14985,United Kingdom,25/05/2011 14:29,0.85,197,2,296.75,1,2,1,121,Lost Customer,Churn
554663,21864,UNION JACK FLAG PASSPORT COVER ,1,5/25/2011 14:29,2.1,14985,United Kingdom,25/05/2011 14:29,2.1,197,2,296.75,1,2,1,121,Lost Customer,Churn
554663,21706,FOLDING UMBRELLA RED/WHITE POLKADOT,2,5/25/2011 14:29,4.95,14985,United Kingdom,25/05/2011 14:29,9.9,197,2,296.75,1,2,1,121,Lost Customer,Churn
554663,22637,PIGGY BANK RETROSPOT ,2,5/25/2011 14:29,2.55,14985,United Kingdom,25/05/2011 14:29,5.1,197,2,296.75,1,2,1,121,Lost Customer,Churn
554663,22523,CHILDS GARDEN FORK PINK,1,5/25/2011 14:29,0.85,14985,United Kingdom,25/05/2011 14:29,0.85,197,2,296.75,1,2,1,121,Lost Customer,Churn
554663,21711,FOLDING UMBRELLA WHITE/RED POLKADOT,1,5/25/2011 14:29,4.95,14985,United Kingdom,25/05/2011 14:29,4.95,197,2,296.75,1,2,1,121,Lost Customer,Churn
554663,21710,FOLDING UMBRELLA PINKWHITE POLKADOT,1,5/25/2011 14:29,4.95,14985,United Kingdom,25/05/2011 14:29,4.95,197,2,296.75,1,2,1,121,Lost Customer,Churn
554663,22522,CHILDS GARDEN FORK BLUE ,2,5/25/2011 14:29,0.85,14985,United Kingdom,25/05/2011 14:29,1.7,197,2,296.75,1,2,1,121,Lost Customer,Churn
554663,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,1,5/25/2011 14:29,2.95,14985,United Kingdom,25/05/2011 14:29,2.95,197,2,296.75,1,2,1,121,Lost Customer,Churn
554663,21718,RED METAL BEACH SPADE ,4,5/25/2011 14:29,1.25,14985,United Kingdom,25/05/2011 14:29,5,197,2,296.75,1,2,1,121,Lost Customer,Churn
554663,84673B,BLUE FLY SWAT,3,5/25/2011 14:29,0.65,14985,United Kingdom,25/05/2011 14:29,1.95,197,2,296.75,1,2,1,121,Lost Customer,Churn
554663,84673A,PINK FLY SWAT,3,5/25/2011 14:29,0.65,14985,United Kingdom,25/05/2011 14:29,1.95,197,2,296.75,1,2,1,121,Lost Customer,Churn
554663,22313,OFFICE MUG WARMER PINK,1,5/25/2011 14:29,2.95,14985,United Kingdom,25/05/2011 14:29,2.95,197,2,296.75,1,2,1,121,Lost Customer,Churn
554663,22431,WATERING CAN BLUE ELEPHANT,2,5/25/2011 14:29,1.95,14985,United Kingdom,25/05/2011 14:29,3.9,197,2,296.75,1,2,1,121,Lost Customer,Churn
554663,22314,OFFICE MUG WARMER CHOC+BLUE,1,5/25/2011 14:29,2.95,14985,United Kingdom,25/05/2011 14:29,2.95,197,2,296.75,1,2,1,121,Lost Customer,Churn
554663,21294,ETCHED GLASS COASTER,48,5/25/2011 14:29,0.39,14985,United Kingdom,25/05/2011 14:29,18.72,197,2,296.75,1,2,1,121,Lost Customer,Churn
540159,84817,DANISH ROSE DECORATIVE PLATE,48,01/05/2011 11:47,0.42,16112,United Kingdom,05/01/2011 11:47,20.16,142,4,195.74,1,3,1,131,Lost Customer,Churn
540159,21403,BLUE EGG  SPOON,144,01/05/2011 11:47,0.36,16112,United Kingdom,05/01/2011 11:47,51.84,142,4,195.74,1,3,1,131,Lost Customer,Churn
540682,37342,POLKADOT COFFEE CUP & SAUCER PINK,24,01/10/2011 16:29,0.85,16112,United Kingdom,10/01/2011 16:29,20.4,142,4,195.74,1,3,1,131,Lost Customer,Churn
540682,22356,CHARLOTTE BAG PINK POLKADOT,10,01/10/2011 16:29,0.85,16112,United Kingdom,10/01/2011 16:29,8.5,142,4,195.74,1,3,1,131,Lost Customer,Churn
540682,21883,STARS GIFT TAPE ,24,01/10/2011 16:29,0.19,16112,United Kingdom,10/01/2011 16:29,4.56,142,4,195.74,1,3,1,131,Lost Customer,Churn
540682,21884,CAKES AND BOWS GIFT  TAPE,24,01/10/2011 16:29,0.19,16112,United Kingdom,10/01/2011 16:29,4.56,142,4,195.74,1,3,1,131,Lost Customer,Churn
540682,21879,HEARTS GIFT TAPE,24,01/10/2011 16:29,0.19,16112,United Kingdom,10/01/2011 16:29,4.56,142,4,195.74,1,3,1,131,Lost Customer,Churn
540682,21880,RED RETROSPOT TAPE,24,01/10/2011 16:29,0.19,16112,United Kingdom,10/01/2011 16:29,4.56,142,4,195.74,1,3,1,131,Lost Customer,Churn
540682,20723,STRAWBERRY CHARLOTTE BAG,10,01/10/2011 16:29,0.85,16112,United Kingdom,10/01/2011 16:29,8.5,142,4,195.74,1,3,1,131,Lost Customer,Churn
540682,20724,RED RETROSPOT CHARLOTTE BAG,10,01/10/2011 16:29,0.85,16112,United Kingdom,10/01/2011 16:29,8.5,142,4,195.74,1,3,1,131,Lost Customer,Churn
559333,21402,RED  EGG  SPOON,96,07/07/2011 15:47,0.12,16112,United Kingdom,07/07/2011 15:47,11.52,142,4,195.74,1,3,1,131,Lost Customer,Churn
559333,21403,BLUE EGG  SPOON,96,07/07/2011 15:47,0.12,16112,United Kingdom,07/07/2011 15:47,11.52,142,4,195.74,1,3,1,131,Lost Customer,Churn
560570,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,7/19/2011 14:28,0.83,16112,United Kingdom,19/07/2011 14:28,6.64,142,4,195.74,1,3,1,131,Lost Customer,Churn
560570,23295,SET OF 12 MINI LOAF BAKING CASES,8,7/19/2011 14:28,0.83,16112,United Kingdom,19/07/2011 14:28,6.64,142,4,195.74,1,3,1,131,Lost Customer,Churn
560570,23296,SET OF 6 TEA TIME BAKING CASES,8,7/19/2011 14:28,1.25,16112,United Kingdom,19/07/2011 14:28,10,142,4,195.74,1,3,1,131,Lost Customer,Churn
560570,23294,SET OF 6 SNACK LOAF BAKING CASES,16,7/19/2011 14:28,0.83,16112,United Kingdom,19/07/2011 14:28,13.28,142,4,195.74,1,3,1,131,Lost Customer,Churn
540461,22417,PACK OF 60 SPACEBOY CAKE CASES,24,01/07/2011 12:44,0.55,15139,United Kingdom,07/01/2011 12:44,13.2,239,2,178.96,1,2,1,121,Lost Customer,Churn
540461,21467,CHERRY CROCHET FOOD COVER,6,01/07/2011 12:44,3.75,15139,United Kingdom,07/01/2011 12:44,22.5,239,2,178.96,1,2,1,121,Lost Customer,Churn
540461,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,01/07/2011 12:44,2.95,15139,United Kingdom,07/01/2011 12:44,17.7,239,2,178.96,1,2,1,121,Lost Customer,Churn
540461,21974,SET OF 36 PAISLEY FLOWER DOILIES,12,01/07/2011 12:44,1.45,15139,United Kingdom,07/01/2011 12:44,17.4,239,2,178.96,1,2,1,121,Lost Customer,Churn
540461,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,01/07/2011 12:44,0.55,15139,United Kingdom,07/01/2011 12:44,13.2,239,2,178.96,1,2,1,121,Lost Customer,Churn
540461,22613,PACK OF 20 SPACEBOY NAPKINS,12,01/07/2011 12:44,0.85,15139,United Kingdom,07/01/2011 12:44,10.2,239,2,178.96,1,2,1,121,Lost Customer,Churn
540461,22197,SMALL POPCORN HOLDER,12,01/07/2011 12:44,0.85,15139,United Kingdom,07/01/2011 12:44,10.2,239,2,178.96,1,2,1,121,Lost Customer,Churn
540461,22088,PAPER BUNTING COLOURED LACE,6,01/07/2011 12:44,2.95,15139,United Kingdom,07/01/2011 12:44,17.7,239,2,178.96,1,2,1,121,Lost Customer,Churn
550032,21090,SET/6 COLLAGE PAPER PLATES,24,4/14/2011 11:39,0.39,15139,United Kingdom,14/04/2011 11:39,9.36,239,2,178.96,1,2,1,121,Lost Customer,Churn
550032,21043,APRON MODERN VINTAGE COTTON,12,4/14/2011 11:39,1.95,15139,United Kingdom,14/04/2011 11:39,23.4,239,2,178.96,1,2,1,121,Lost Customer,Churn
550032,20801,LARGE PINK GLASS SUNDAE DISH,16,4/14/2011 11:39,0.79,15139,United Kingdom,14/04/2011 11:39,12.64,239,2,178.96,1,2,1,121,Lost Customer,Churn
550032,21084,SET/6 COLLAGE PAPER CUPS,48,4/14/2011 11:39,0.19,15139,United Kingdom,14/04/2011 11:39,9.12,239,2,178.96,1,2,1,121,Lost Customer,Churn
550032,21397,BLUE POLKADOT EGG CUP ,6,4/14/2011 11:39,0.39,15139,United Kingdom,14/04/2011 11:39,2.34,239,2,178.96,1,2,1,121,Lost Customer,Churn
540465,84946,ANTIQUE SILVER TEA GLASS ETCHED,12,01/07/2011 13:30,1.25,17707,United Kingdom,07/01/2011 13:30,15,184,2,152.4,1,2,1,121,Lost Customer,Churn
540465,22699,ROSES REGENCY TEACUP AND SAUCER ,6,01/07/2011 13:30,2.95,17707,United Kingdom,07/01/2011 13:30,17.7,184,2,152.4,1,2,1,121,Lost Customer,Churn
540465,79000,MOROCCAN TEA GLASS,60,01/07/2011 13:30,0.85,17707,United Kingdom,07/01/2011 13:30,51,184,2,152.4,1,2,1,121,Lost Customer,Churn
555870,79000,MOROCCAN TEA GLASS,60,06/07/2011 15:03,0.85,17707,United Kingdom,07/06/2011 15:03,51,184,2,152.4,1,2,1,121,Lost Customer,Churn
555870,22699,ROSES REGENCY TEACUP AND SAUCER ,6,06/07/2011 15:03,2.95,17707,United Kingdom,07/06/2011 15:03,17.7,184,2,152.4,1,2,1,121,Lost Customer,Churn
540825,79323P,PINK CHERRY LIGHTS,4,01/11/2011 13:54,6.75,13672,United Kingdom,11/01/2011 13:54,27,300,2,186.39,1,2,1,121,Lost Customer,Churn
540825,21655,HANGING RIDGE GLASS T-LIGHT HOLDER,12,01/11/2011 13:54,1.69,13672,United Kingdom,11/01/2011 13:54,20.28,300,2,186.39,1,2,1,121,Lost Customer,Churn
540825,85232B,SET OF 3 BABUSHKA STACKING TINS,3,01/11/2011 13:54,4.95,13672,United Kingdom,11/01/2011 13:54,14.85,300,2,186.39,1,2,1,121,Lost Customer,Churn
543747,79323B,BLACK CHERRY LIGHTS,8,02/11/2011 13:53,6.75,13672,United Kingdom,11/02/2011 13:53,54,300,2,186.39,1,2,1,121,Lost Customer,Churn
543747,85232B,SET OF 3 BABUSHKA STACKING TINS,6,02/11/2011 13:53,4.95,13672,United Kingdom,11/02/2011 13:53,29.7,300,2,186.39,1,2,1,121,Lost Customer,Churn
543747,21655,HANGING RIDGE GLASS T-LIGHT HOLDER,24,02/11/2011 13:53,1.69,13672,United Kingdom,11/02/2011 13:53,40.56,300,2,186.39,1,2,1,121,Lost Customer,Churn
541004,15036,ASSORTED COLOURS SILK FAN,24,1/13/2011 10:35,0.75,18190,United Kingdom,13/01/2011 10:35,18,191,2,284.46,1,2,1,121,Lost Customer,Churn
541004,22444,GROW YOUR OWN PLANT IN A CAN ,24,1/13/2011 10:35,1.25,18190,United Kingdom,13/01/2011 10:35,30,191,2,284.46,1,2,1,121,Lost Customer,Churn
541004,21985,PACK OF 12 HEARTS DESIGN TISSUES ,24,1/13/2011 10:35,0.29,18190,United Kingdom,13/01/2011 10:35,6.96,191,2,284.46,1,2,1,121,Lost Customer,Churn
541004,22470,HEART OF WICKER LARGE,6,1/13/2011 10:35,2.95,18190,United Kingdom,13/01/2011 10:35,17.7,191,2,284.46,1,2,1,121,Lost Customer,Churn
541004,22766,PHOTO FRAME CORNICE,8,1/13/2011 10:35,2.95,18190,United Kingdom,13/01/2011 10:35,23.6,191,2,284.46,1,2,1,121,Lost Customer,Churn
541004,22768,FAMILY PHOTO FRAME CORNICE,2,1/13/2011 10:35,9.95,18190,United Kingdom,13/01/2011 10:35,19.9,191,2,284.46,1,2,1,121,Lost Customer,Churn
541004,22767,TRIPLE PHOTO FRAME CORNICE ,2,1/13/2011 10:35,9.95,18190,United Kingdom,13/01/2011 10:35,19.9,191,2,284.46,1,2,1,121,Lost Customer,Churn
541004,22804,CANDLEHOLDER PINK HANGING HEART,6,1/13/2011 10:35,2.95,18190,United Kingdom,13/01/2011 10:35,17.7,191,2,284.46,1,2,1,121,Lost Customer,Churn
541004,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,1/13/2011 10:35,2.95,18190,United Kingdom,13/01/2011 10:35,17.7,191,2,284.46,1,2,1,121,Lost Customer,Churn
555113,21156,RETROSPOT CHILDRENS APRON,8,5/31/2011 14:48,1.95,18190,United Kingdom,31/05/2011 14:48,15.6,191,2,284.46,1,2,1,121,Lost Customer,Churn
555113,22423,REGENCY CAKESTAND 3 TIER,2,5/31/2011 14:48,12.75,18190,United Kingdom,31/05/2011 14:48,25.5,191,2,284.46,1,2,1,121,Lost Customer,Churn
555113,22899,CHILDREN'S APRON DOLLY GIRL ,6,5/31/2011 14:48,2.1,18190,United Kingdom,31/05/2011 14:48,12.6,191,2,284.46,1,2,1,121,Lost Customer,Churn
555113,47591D,PINK FAIRY CAKE CHILDRENS APRON,8,5/31/2011 14:48,1.95,18190,United Kingdom,31/05/2011 14:48,15.6,191,2,284.46,1,2,1,121,Lost Customer,Churn
555113,22470,HEART OF WICKER LARGE,6,5/31/2011 14:48,2.95,18190,United Kingdom,31/05/2011 14:48,17.7,191,2,284.46,1,2,1,121,Lost Customer,Churn
555113,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,8,5/31/2011 14:48,3.25,18190,United Kingdom,31/05/2011 14:48,26,191,2,284.46,1,2,1,121,Lost Customer,Churn
541428,22855,FINE WICKER HEART ,12,1/18/2011 8:53,1.25,14242,United Kingdom,18/01/2011 08:53,15,234,2,280.55,1,2,1,121,Lost Customer,Churn
541428,22669,RED BABY BUNTING ,5,1/18/2011 8:53,2.95,14242,United Kingdom,18/01/2011 08:53,14.75,234,2,280.55,1,2,1,121,Lost Customer,Churn
541428,22469,HEART OF WICKER SMALL,12,1/18/2011 8:53,1.65,14242,United Kingdom,18/01/2011 08:53,19.8,234,2,280.55,1,2,1,121,Lost Customer,Churn
541428,85099B,JUMBO BAG RED RETROSPOT,10,1/18/2011 8:53,1.95,14242,United Kingdom,18/01/2011 08:53,19.5,234,2,280.55,1,2,1,121,Lost Customer,Churn
541428,22487,WHITE WOOD GARDEN PLANT LADDER,2,1/18/2011 8:53,9.95,14242,United Kingdom,18/01/2011 08:53,19.9,234,2,280.55,1,2,1,121,Lost Customer,Churn
541428,22189,CREAM HEART CARD HOLDER,4,1/18/2011 8:53,3.95,14242,United Kingdom,18/01/2011 08:53,15.8,234,2,280.55,1,2,1,121,Lost Customer,Churn
541428,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,1/18/2011 8:53,2.95,14242,United Kingdom,18/01/2011 08:53,17.7,234,2,280.55,1,2,1,121,Lost Customer,Churn
541428,48187,DOORMAT NEW ENGLAND,2,1/18/2011 8:53,7.95,14242,United Kingdom,18/01/2011 08:53,15.9,234,2,280.55,1,2,1,121,Lost Customer,Churn
550560,85066,CREAM SWEETHEART MINI CHEST,2,4/19/2011 11:46,12.75,14242,United Kingdom,19/04/2011 11:46,25.5,234,2,280.55,1,2,1,121,Lost Customer,Churn
550560,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,4/19/2011 11:46,1.65,14242,United Kingdom,19/04/2011 11:46,19.8,234,2,280.55,1,2,1,121,Lost Customer,Churn
550560,85099B,JUMBO BAG RED RETROSPOT,10,4/19/2011 11:46,2.08,14242,United Kingdom,19/04/2011 11:46,20.8,234,2,280.55,1,2,1,121,Lost Customer,Churn
550560,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,4/19/2011 11:46,3.95,14242,United Kingdom,19/04/2011 11:46,15.8,234,2,280.55,1,2,1,121,Lost Customer,Churn
550560,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,4/19/2011 11:46,0.85,14242,United Kingdom,19/04/2011 11:46,10.2,234,2,280.55,1,2,1,121,Lost Customer,Churn
550560,22969,HOMEMADE JAM SCENTED CANDLES,12,4/19/2011 11:46,1.45,14242,United Kingdom,19/04/2011 11:46,17.4,234,2,280.55,1,2,1,121,Lost Customer,Churn
550560,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,4/19/2011 11:46,2.95,14242,United Kingdom,19/04/2011 11:46,17.7,234,2,280.55,1,2,1,121,Lost Customer,Churn
550560,22855,FINE WICKER HEART ,12,4/19/2011 11:46,1.25,14242,United Kingdom,19/04/2011 11:46,15,234,2,280.55,1,2,1,121,Lost Customer,Churn
541523,22494,EMERGENCY FIRST AID TIN ,1,1/19/2011 10:09,1.25,17708,United Kingdom,19/01/2011 10:09,1.25,187,2,267.08,1,2,1,121,Lost Customer,Churn
541523,22495,SET OF 2 ROUND TINS CAMEMBERT ,1,1/19/2011 10:09,2.95,17708,United Kingdom,19/01/2011 10:09,2.95,187,2,267.08,1,2,1,121,Lost Customer,Churn
541523,22374,AIRLINE BAG VINTAGE JET SET RED,1,1/19/2011 10:09,4.25,17708,United Kingdom,19/01/2011 10:09,4.25,187,2,267.08,1,2,1,121,Lost Customer,Churn
541523,22192,BLUE DINER WALL CLOCK,1,1/19/2011 10:09,8.5,17708,United Kingdom,19/01/2011 10:09,8.5,187,2,267.08,1,2,1,121,Lost Customer,Churn
541523,21718,RED METAL BEACH SPADE ,2,1/19/2011 10:09,1.25,17708,United Kingdom,19/01/2011 10:09,2.5,187,2,267.08,1,2,1,121,Lost Customer,Churn
541523,22467,GUMBALL COAT RACK,2,1/19/2011 10:09,2.55,17708,United Kingdom,19/01/2011 10:09,5.1,187,2,267.08,1,2,1,121,Lost Customer,Churn
541523,21754,HOME BUILDING BLOCK WORD,1,1/19/2011 10:09,5.95,17708,United Kingdom,19/01/2011 10:09,5.95,187,2,267.08,1,2,1,121,Lost Customer,Churn
541523,22730,ALARM CLOCK BAKELIKE IVORY,1,1/19/2011 10:09,3.75,17708,United Kingdom,19/01/2011 10:09,3.75,187,2,267.08,1,2,1,121,Lost Customer,Churn
541523,20675,BLUE POLKADOT BOWL,1,1/19/2011 10:09,1.25,17708,United Kingdom,19/01/2011 10:09,1.25,187,2,267.08,1,2,1,121,Lost Customer,Churn
541523,20674,GREEN POLKADOT BOWL,1,1/19/2011 10:09,1.25,17708,United Kingdom,19/01/2011 10:09,1.25,187,2,267.08,1,2,1,121,Lost Customer,Churn
541523,20677,PINK POLKADOT BOWL,1,1/19/2011 10:09,1.25,17708,United Kingdom,19/01/2011 10:09,1.25,187,2,267.08,1,2,1,121,Lost Customer,Churn
541523,20676,RED RETROSPOT BOWL,1,1/19/2011 10:09,1.25,17708,United Kingdom,19/01/2011 10:09,1.25,187,2,267.08,1,2,1,121,Lost Customer,Churn
541523,22721,SET OF 3 CAKE TINS SKETCHBOOK,1,1/19/2011 10:09,4.95,17708,United Kingdom,19/01/2011 10:09,4.95,187,2,267.08,1,2,1,121,Lost Customer,Churn
541523,22629,SPACEBOY LUNCH BOX ,1,1/19/2011 10:09,1.95,17708,United Kingdom,19/01/2011 10:09,1.95,187,2,267.08,1,2,1,121,Lost Customer,Churn
541523,22723,SET OF 6 HERB TINS SKETCHBOOK,1,1/19/2011 10:09,3.95,17708,United Kingdom,19/01/2011 10:09,3.95,187,2,267.08,1,2,1,121,Lost Customer,Churn
541523,21534,DAIRY MAID LARGE MILK JUG,2,1/19/2011 10:09,4.95,17708,United Kingdom,19/01/2011 10:09,9.9,187,2,267.08,1,2,1,121,Lost Customer,Churn
541523,22726,ALARM CLOCK BAKELIKE GREEN,1,1/19/2011 10:09,3.75,17708,United Kingdom,19/01/2011 10:09,3.75,187,2,267.08,1,2,1,121,Lost Customer,Churn
541523,21528,DAIRY MAID TRADITIONAL TEAPOT ,3,1/19/2011 10:09,6.95,17708,United Kingdom,19/01/2011 10:09,20.85,187,2,267.08,1,2,1,121,Lost Customer,Churn
