customer_id,status_customer,income_customer,vocation_package,total_spend,origin_city
427,Unmarried,"$14,267,850",premium,"$46,450,231",Wyszogród
428,Unmarried,"$30,979,010",deluxe,"$21,434,659",Yonghe
429,Married,"$45,947,168",premium,"$38,563,716",Pāshmūl
430,Married,"$4,943,896",premium,"$22,255,800",Georgiyevsk
431,Unmarried,"$13,303,740",basic,"$7,756,406",Zevgolateió
432,Married,"$8,761,716",deluxe,"$3,848,079",New-Richmond
433,Married,"$16,415,877",basic,"$21,068,012",Oka
434,Unmarried,"$28,810,889",deluxe,"$33,702,118",Bergen
435,Unmarried,"$15,480,046",deluxe,"$21,498,653",Mamali
436,Married,"$28,009,626",premium,"$48,394,942",Machikou
437,Unmarried,"$41,693,731",basic,"$4,461,177",Stupsk
438,Unmarried,"$11,814,628",basic,"$10,900,354",Zaragoza
439,Unmarried,"$8,798,344",premium,"$45,258,703",Tungao
440,Married,"$2,170,657",premium,"$16,731,434",Tibiri
441,Unmarried,"$39,236,971",premium,"$24,815,309",Haczów
442,Married,"$38,831,052",premium,"$21,033,381",Quba
443,Married,"$28,442,259",premium,"$40,486,128",Hualong
444,Married,"$5,393,075",deluxe,"$35,508,686",Qianxu Zhen
445,Married,"$31,483,144",deluxe,"$34,017,188",Proença-a-Nova
446,Unmarried,"$3,817,521",premium,"$15,287,777",Bocana de Paiwas
447,Married,"$11,156,487",basic,"$16,925,706",Huaishu
448,Unmarried,"$8,363,100",premium,"$8,072,454",Bhadrapur
449,Married,"$46,031,373",deluxe,"$10,655,782",Suci Kaler
450,Unmarried,"$24,515,860",basic,"$33,386,350",Natu
451,Unmarried,"$39,231,801",basic,"$12,395,700",Kupchino
452,Unmarried,"$5,554,261",premium,"$12,143,219",Changping
453,Unmarried,"$11,668,822",deluxe,"$49,740,939",Garmo
454,Unmarried,"$23,954,489",basic,"$8,646,844",Sakura
455,Unmarried,"$30,144,450",premium,"$23,866,546",Longtan
456,Married,"$41,911,293",premium,"$11,637,664",Ar Rumaythah
457,Married,"$27,927,711",basic,"$14,699,966",Shuidun
458,Unmarried,"$34,804,808",basic,"$12,037,397",Shuanggang
459,Married,"$4,399,992",deluxe,"$43,907,406",Sorochuco
460,Unmarried,"$27,551,617",premium,"$49,982,884",Dujuuma
461,Married,"$37,429,908",basic,"$11,034,357",Cairima
462,Unmarried,"$13,649,057",deluxe,"$46,872,608",Nong Khaem
463,Unmarried,"$1,068,525",basic,"$14,314,794",Pofadder
464,Married,"$43,455,638",basic,"$9,935,973",Polo
465,Unmarried,"$32,463,891",premium,"$23,848,732",Ozherel’ye
466,Unmarried,"$1,749,081",basic,"$9,774,073",Mossel Bay
467,Married,"$34,151,536",deluxe,"$1,620,069",Vila Franca
468,Married,"$15,312,352",basic,"$8,144,571",Maniwaki
469,Unmarried,"$30,235,973",basic,"$43,087,303",Saurama
470,Married,"$13,095,995",deluxe,"$26,524,192",Tumbes
471,Married,"$20,694,232",deluxe,"$11,352,087",Wahawaha
472,Unmarried,"$24,907,200",deluxe,"$49,358,034",Huanuni
473,Unmarried,"$21,584,243",deluxe,"$24,353,204",Bečej
474,Unmarried,"$35,770,140",basic,"$2,836,898",Ash Shaykh Zuwayd
475,Unmarried,"$13,435,051",deluxe,"$25,716,295",Aksu
476,Married,"$7,023,579",deluxe,"$45,678,031",Alegre
477,Married,"$9,793,780",deluxe,"$43,297,787",Springfield
478,Unmarried,"$46,654,451",deluxe,"$35,737,259",Vilares
479,Unmarried,"$29,984,676",deluxe,"$3,899,730",Paris 09
480,Unmarried,"$37,235,441",basic,"$22,151,604",Ningyuan
481,Married,"$1,877,914",basic,"$1,826,200",Barueri
482,Married,"$39,760,712",premium,"$36,394,202",Ciénaga
483,Unmarried,"$22,211,365",premium,"$23,394,508",Tayturka
484,Married,"$25,619,998",deluxe,"$30,733,015",Xiying
485,Married,"$5,430,825",basic,"$47,216,419",Itbayat
486,Unmarried,"$19,700,045",premium,"$10,889,685",Martingança-Gare
487,Married,"$21,869,782",premium,"$24,307,346",Santa Elena
488,Unmarried,"$30,971,228",premium,"$10,974,453",Tal’ne
489,Unmarried,"$27,415,034",deluxe,"$8,927,916",Varser
490,Unmarried,"$25,813,357",premium,"$6,699,755",Banakaja
491,Unmarried,"$40,124,841",deluxe,"$6,416,290",Zhangxi
492,Married,"$39,633,704",basic,"$11,601,818",Tyukalinsk
493,Unmarried,"$15,972,973",basic,"$33,674,295",Carangola
494,Married,"$15,590,674",basic,"$30,861,516",Kakamega
495,Married,"$29,417,508",deluxe,"$27,485,409",Haixing
496,Unmarried,"$12,012,448",premium,"$20,703,139",Khe Tre
497,Married,"$33,970,067",premium,"$45,904,864",Cochabamba
498,Married,"$5,151,817",basic,"$37,875,394",Sundsvall
499,Unmarried,"$20,908,994",basic,"$1,947,108",Alagoinhas
500,Unmarried,"$28,474,042",deluxe,"$40,246,062",Ḥurfeish
